"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"ENSG00000163060.7",0.202846340222755,-4.53326211106298,1.16495048867136,0.244477373519952,0.284213392334545,-7.0017444033236,"NOT"
"ENSG00000147231.13",0.224791985986652,2.57500372479633,1.49845913291807,0.134511962843076,0.16392011045839,-7.00193404220301,"NOT"
"ENSG00000152219.4",-0.0742325720974222,4.34256120690499,-1.66475760451418,0.0964554330199186,0.120072865989155,-7.00196011864236,"NOT"
"ENSG00000243930.1",-0.154932691570307,-6.00334944469649,-1.1896911026806,0.234613366183698,0.273512991664932,-7.00322927901204,"NOT"
"ENSG00000182685.7",-0.198284297637541,0.222769388367606,-1.33075636055684,0.183747815960158,0.218505422740232,-7.00369108862531,"NOT"
"ENSG00000101084.16",-0.128403801255198,5.23644481546468,-1.71106674122643,0.0875581653671016,0.109650763678652,-7.00371785602451,"NOT"
"ENSG00000228998.4",0.260251146580438,-5.07709869175276,1.17503093129807,0.240423661428186,0.279780962751708,-7.00424729248664,"NOT"
"ENSG00000221887.5",-0.184619992953876,-4.46345200528558,-1.15649395648932,0.247914959608215,0.28770890664753,-7.00453164002016,"NOT"
"ENSG00000108958.4",-0.147142508958314,-2.07283147426922,-1.17471103200907,0.240551570815088,0.279890620587129,-7.00607252045732,"NOT"
"ENSG00000185615.15",-0.262227497156283,-4.1359040577882,-1.14979929534659,0.250660286249281,0.290609738701233,-7.00610866209809,"NOT"
"ENSG00000156009.9",0.15002507083986,-5.43042841106196,1.1792572000637,0.238738326818876,0.27797576764754,-7.0061928763772,"NOT"
"ENSG00000122882.10",-0.065995459186448,4.64759537014734,-1.67953281040214,0.0935411609350418,0.116675212554344,-7.00635177038363,"NOT"
"ENSG00000214694.10",-0.110290717114217,-1.04943062900731,-1.22827049028348,0.219801429243024,0.257642213221015,-7.00688576593235,"NOT"
"ENSG00000271447.5",-0.182055387890115,1.14658973960747,-1.39066044114473,0.164816570671597,0.197636891705975,-7.007248408924,"NOT"
"ENSG00000235645.2",-0.164299061789292,-5.59717452124048,-1.17670717451954,0.239754213148552,0.279091442874658,-7.00809143464904,"NOT"
"ENSG00000275611.1",-0.15623185907674,-5.28656884041482,-1.16977078595124,0.24253299545171,0.282054659547475,-7.00845215970541,"NOT"
"ENSG00000143751.9",0.10724465487489,4.54959951285683,1.66499997621852,0.0964070467583923,0.120017779633812,-7.00847942148142,"NOT"
"ENSG00000278881.1",0.170351788618575,-5.15276336133925,1.1720101213842,0.241633425972354,0.281087338737829,-7.00848828538678,"NOT"
"ENSG00000261599.5",0.208554566970863,-4.29411629945767,1.1547120229579,0.248643621151723,0.288467547522934,-7.00856764793285,"NOT"
"ENSG00000198883.11",0.178559000081236,-4.02063960034512,1.14938414232542,0.250831228736554,0.29078239881706,-7.00942056839261,"NOT"
"ENSG00000187773.8",0.256316353869448,-3.27879160800331,1.14176361206074,0.253983537774115,0.294121935201632,-7.01020502094065,"NOT"
"ENSG00000164597.13",0.0814708877077051,5.07618313379264,1.69301004482521,0.0909450460076286,0.11361769725698,-7.01064802318553,"NOT"
"ENSG00000186230.6",-0.0888769138922703,1.374837089575,-1.40505871580628,0.160493833063024,0.1928517286133,-7.01114539113166,"NOT"
"ENSG00000260653.5",0.213559368410662,-5.10737520789328,1.1684579173179,0.243061487879206,0.282646622022996,-7.01158064220742,"NOT"
"ENSG00000260951.1",0.218369501536949,-5.73081734738662,1.18158765983386,0.237812577806408,0.276986760466733,-7.01171558472415,"NOT"
"ENSG00000177830.17",0.0891284563338433,5.99654493916379,1.72477538447545,0.0850555612704529,0.106723917770832,-7.01199464283803,"NOT"
"ENSG00000182329.10",0.173200503276626,-5.26641896786391,1.17051127757976,0.242235269680741,0.28174228421092,-7.0124956083785,"NOT"
"ENSG00000196935.8",0.114428368835026,4.27832571266315,1.64721576355833,0.100009450378521,0.124251960330304,-7.01358917916177,"NOT"
"ENSG00000231307.1",0.144249130221607,-5.56973555661136,1.17581341362918,0.240110994066617,0.279450723877604,-7.01377491089853,"NOT"
"ENSG00000256162.2",0.336823707296745,0.045584448146032,1.27650379399454,0.202245084884159,0.23879926729976,-7.01421229919846,"NOT"
"ENSG00000182783.4",-0.183754223901978,-5.79805339908119,-1.17534465703141,0.240298267152771,0.279655282633282,-7.01443516814094,"NOT"
"ENSG00000265511.1",0.169001880835666,-2.89991021420027,1.13937222483731,0.254978432444314,0.295120987426574,-7.01447241419541,"NOT"
"ENSG00000108523.15",0.0749768875955672,6.4038663551219,1.73340519820743,0.0835100906163661,0.104929886586148,-7.01449433332912,"NOT"
"ENSG00000259080.1",0.22166915854995,-4.77762514616897,1.15901806856117,0.246885375026428,0.286656852953919,-7.01484564449397,"NOT"
"ENSG00000162601.9",0.124874675135159,4.52514111847657,1.66294391484609,0.0968181302616918,0.120493363812949,-7.01510404020639,"NOT"
"ENSG00000123200.16",-0.0997852407121274,5.89646744339504,-1.72352436017696,0.08528151294843,0.106998180743848,-7.01534044612722,"NOT"
"ENSG00000140400.14",0.162537950913149,5.98750580815407,1.72221684015635,0.0855181881545175,0.107281212395076,-7.01570698938887,"NOT"
"ENSG00000226055.2",-0.105329004285654,-3.05937548511755,-1.13665055267707,0.25611403762145,0.296340838826493,-7.01756676327508,"NOT"
"ENSG00000132702.12",0.193966997607966,-2.1403509341243,1.15450906060544,0.248726710896283,0.288552411517831,-7.01829556643138,"NOT"
"ENSG00000255201.1",0.198750571469483,-3.27793808802318,1.13424831633575,0.257119281573432,0.297409123965603,-7.01861460254581,"NOT"
"ENSG00000265263.1",0.415485116771223,-2.62952750160902,1.13744949076678,0.255780319829882,0.295990103782087,-7.01862366396747,"NOT"
"ENSG00000274001.1",0.154499968185422,-5.23209071041571,1.1635960567273,0.245025683574408,0.284770980449556,-7.01987907941635,"NOT"
"ENSG00000235559.1",0.211165156772512,-5.24372259277331,1.16330429372684,0.245143910129825,0.284874163891507,-7.02100036785267,"NOT"
"ENSG00000269843.1",-0.138250821377131,-3.8162460813672,-1.1336863571684,0.257354835588349,0.297646003464769,-7.02117871065295,"NOT"
"ENSG00000277022.1",-0.174471162018327,-5.23373253208302,-1.15602062665742,0.248108365594973,0.287904102322556,-7.02265398270846,"NOT"
"ENSG00000169239.12",-0.0967909097076847,3.32414314527885,-1.57480619699246,0.115800270645277,0.142437719010008,-7.02332185626217,"NOT"
"ENSG00000256500.5",0.419883036022385,1.36260842824816,1.34785814769897,0.178185644965099,0.212395825261273,-7.02363374066783,"NOT"
"ENSG00000255158.1",-0.154422331107124,-4.50203181719668,-1.14016541662808,0.254648138292773,0.294792247789764,-7.02445386469209,"NOT"
"ENSG00000225912.1",0.160758963338604,-4.9975028186709,1.15404495469083,0.248916782034736,0.288738294243394,-7.02469423019669,"NOT"
"ENSG00000254192.1",0.219592090863006,-5.21526905241501,1.15945114636103,0.246709024907113,0.286486475212201,-7.02500909674733,"NOT"
"ENSG00000164024.11",-0.0725762123942877,5.14259633330234,-1.69254840094666,0.0910330015038471,0.113717790774657,-7.02547865744163,"NOT"
"ENSG00000226284.1",0.139551980773253,-4.41593156031189,1.14109137005496,0.254262938208126,0.294433743526465,-7.02570284998697,"NOT"
"ENSG00000255182.2",0.227833151990391,1.37682269389564,1.38643660392577,0.166101199674321,0.199103300592515,-7.02622365623798,"NOT"
"ENSG00000239959.1",-0.146503249143266,-5.70449149853527,-1.16369022325526,0.244987534507316,0.28474944694357,-7.02637129183741,"NOT"
"ENSG00000267360.6",-0.167225735930978,-5.45791108326513,-1.15768410527069,0.247429123589761,0.287173317026264,-7.02667616678864,"NOT"
"ENSG00000279722.1",-0.0853612586384987,0.471267152582047,-1.31628670667823,0.188553732668592,0.223826104891656,-7.02680579441082,"NOT"
"ENSG00000139132.14",-0.128015412316129,5.14666882542668,-1.69310019681692,0.0909278776414104,0.113601138453079,-7.02683090045839,"NOT"
"ENSG00000228251.1",-0.128652188668516,-4.32086182740015,-1.13480704248307,0.256885231464372,0.29715024084383,-7.02741385743266,"NOT"
"ENSG00000279311.1",0.143942619735734,-3.47457271731999,1.12678500153065,0.260259890273344,0.300742229285126,-7.02772365811621,"NOT"
"ENSG00000251357.4",0.294782381173412,-5.20372335435745,1.157756823762,0.247399460520847,0.287150371560666,-7.02789075409438,"NOT"
"ENSG00000140527.14",0.137981810003811,0.0271624497248222,1.26926853038876,0.204811268509684,0.241573759285338,-7.02897470831187,"NOT"
"ENSG00000258230.2",0.155008691015141,-5.05232897128801,1.15158825936857,0.249924598979004,0.289849422038821,-7.02909432807512,"NOT"
"ENSG00000274553.1",0.24189306134761,-4.7730026088169,1.1465685752032,0.251992712814823,0.292072857177951,-7.02949993528335,"NOT"
"ENSG00000268412.2",0.14235434624647,-5.57617039435403,1.16173376260619,0.245781001059862,0.285500202335714,-7.03005741257409,"NOT"
"ENSG00000280107.1",-0.14895341311311,-2.84452146188113,-1.12945994790794,0.25913121077346,0.299533388797279,-7.0304200386379,"NOT"
"ENSG00000211455.7",-0.114825543227854,4.81444629464001,-1.67530130911744,0.0943684569658306,0.117656549116548,-7.03054795846317,"NOT"
"ENSG00000273828.1",0.149074203172692,-5.61518491725198,1.16210775032026,0.245629186297383,0.285380959582161,-7.03069985704424,"NOT"
"ENSG00000272910.1",-0.112121252810148,-3.36219084060893,-1.12298641382906,0.261868536764851,0.302432527439114,-7.03086859761949,"NOT"
"ENSG00000164363.9",-0.511497596102022,-0.351743737230052,-1.27423398820621,0.20304759234188,0.239649331803963,-7.03133030203021,"NOT"
"ENSG00000156603.14",-0.0763372323758094,3.01426213230734,-1.54224772518633,0.123512601832616,0.151302155321672,-7.03207231609591,"NOT"
"ENSG00000162438.11",0.218226520989766,-4.81848206875046,1.14461069254593,0.252802595490719,0.292871211547782,-7.03310580698637,"NOT"
"ENSG00000171603.16",-0.117749969445414,7.82176500577121,-1.74378174379928,0.0816820742999518,0.102744190966678,-7.03325582308358,"NOT"
"ENSG00000197816.13",0.153004604753017,1.57651974615081,1.39813951137424,0.162560316940262,0.195132886649756,-7.03329986902212,"NOT"
"ENSG00000052723.11",-0.0646559931898043,4.76630265489751,-1.67019032268762,0.0953755278536418,0.118815172151249,-7.03374977187897,"NOT"
"ENSG00000260296.1",-0.12930819134782,-1.1100164646846,-1.20432500551889,0.228913604923391,0.267340658387375,-7.0338577234285,"NOT"
"ENSG00000143315.6",0.0881497436957344,3.83792098276094,1.59691965931707,0.110782131323265,0.136647459166961,-7.0347248762256,"NOT"
"ENSG00000272945.1",0.155217380019725,-5.21272416018655,1.15035320059007,0.250432338421318,0.290391859001988,-7.034839664485,"NOT"
"ENSG00000229029.2",0.152654355331411,-4.99640851169989,1.14519264499498,0.252561679882362,0.292662198921493,-7.03494631340508,"NOT"
"ENSG00000260844.2",0.171053613916608,-4.32538262500235,1.1317965908881,0.258148061648866,0.29850394364202,-7.03505319437044,"NOT"
"ENSG00000255562.2",0.160259950287625,-5.78767892806996,1.16192077123133,0.245705079442,0.285446282853188,-7.03532597223837,"NOT"
"ENSG00000268438.1",0.133499071232549,-5.87428447817726,1.16286791707137,0.245320811076103,0.285045498057802,-7.03603922134387,"NOT"
"ENSG00000170144.18",-0.0910924320133981,7.88340199641232,-1.74253730206168,0.0818995730666461,0.103008844661759,-7.03606573382355,"NOT"
"ENSG00000269202.1",0.120103210598803,-2.05883817964119,1.14364799936872,0.253201481712957,0.293286495598953,-7.03635006949778,"NOT"
"ENSG00000260565.6",0.162943875369264,2.69645855682235,1.50299156086177,0.133339381993803,0.162619251328633,-7.03641999314689,"NOT"
"ENSG00000235076.2",-0.141729454352202,-5.2685201266607,-1.1446682422553,0.252778764018911,0.292855291807324,-7.03720761277968,"NOT"
"ENSG00000262621.4",0.21447173748347,-1.27788866340707,1.17532524174742,0.240306025983004,0.279655282633282,-7.03762039281503,"NOT"
"ENSG00000183864.4",-0.104278375551183,6.29897624637048,-1.72019468851667,0.0858852670872859,0.107699813238075,-7.03773743081373,"NOT"
"ENSG00000223940.1",-0.214281899224574,-4.05148363776147,-1.12081077280105,0.262792984603971,0.303391526913419,-7.03792524107785,"NOT"
"ENSG00000226133.5",-0.147039569798548,-5.7378537050052,-1.15432716200026,0.248801193995394,0.288615748999493,-7.03818309075882,"NOT"
"ENSG00000158352.15",0.156877589352112,5.01413005218684,1.67196623563235,0.0950246276440605,0.118393278561507,-7.03819306679653,"NOT"
"ENSG00000089123.15",-0.0754224260997121,2.8087870041528,-1.51837177105708,0.129419422935884,0.158156788662383,-7.0388415520336,"NOT"
"ENSG00000248373.5",0.342639530693174,-2.16268237039039,1.13245842554739,0.257870064597622,0.298194367527728,-7.03917388155493,"NOT"
"ENSG00000153002.11",0.283632700334554,-2.80397241164578,1.11766173816351,0.264135031692759,0.304831781108641,-7.03924722203946,"NOT"
"ENSG00000109084.13",-0.141167647043734,3.39952844675287,-1.57072034400448,0.116746768296978,0.14352286953917,-7.0395864500894,"NOT"
"ENSG00000084693.15",-0.0984016052531862,5.26897878534261,-1.68961548956843,0.091593402150368,0.114358777365442,-7.03964185265595,"NOT"
"ENSG00000128596.16",0.125466404026898,-0.630959127328761,1.21703501894066,0.224043938273947,0.262202141381449,-7.03976500902626,"NOT"
"ENSG00000260367.2",0.128677694666735,-2.38780697160661,1.12828459975647,0.259626723414237,0.300070308091357,-7.04025272434667,"NOT"
"ENSG00000174227.15",0.0730141169505458,5.12663387282427,1.67914523401039,0.0936166921130712,0.116759388474643,-7.04040801668302,"NOT"
"ENSG00000248126.1",0.138409872880153,-6.12875582315091,1.16318746890737,0.245191260469313,0.284915374396682,-7.0412157271942,"NOT"
"ENSG00000261286.1",0.204414916662008,-2.11673938424732,1.13585638875334,0.256446061576468,0.296701356768724,-7.04126218707839,"NOT"
"ENSG00000280920.1",0.17110879307364,-5.58016829052187,1.1526418481956,0.249492032923498,0.289382443078825,-7.04137224205841,"NOT"
"ENSG00000172771.11",0.169058450563945,0.903591496320199,1.32783261921667,0.184711495769276,0.219570428992228,-7.04165705804361,"NOT"
"ENSG00000227627.1",0.294234602315798,-3.52516515340974,1.11530102401837,0.26514421627879,0.305911312059939,-7.04207448942785,"NOT"
"ENSG00000135333.13",0.434638088781478,4.31028764027753,1.608109587407,0.108309253856088,0.133801919266779,-7.04242710532952,"NOT"
"ENSG00000023191.16",-0.0888061022241713,6.8952769628282,-1.7279924742686,0.084476739844582,0.10604348127277,-7.04253370807824,"NOT"
"ENSG00000083635.7",0.0838481128236421,2.85467223029491,1.50541120507679,0.132716652551272,0.161921010521255,-7.04385526290386,"NOT"
"ENSG00000250410.1",0.159459014288565,-4.89064281970641,1.13541022992041,0.256632722995814,0.296893650004125,-7.0439858130039,"NOT"
"ENSG00000196110.7",0.16183973565971,1.16159497974368,1.34305660500953,0.179734457408387,0.214101314383914,-7.04424126563984,"NOT"
"ENSG00000065923.9",-0.125133785285845,4.12199409871698,-1.62481876810408,0.10469840935063,0.129633620484687,-7.04432552652235,"NOT"
"ENSG00000169402.15",-0.213023059113415,-4.29972342144008,-1.11829214779617,0.263865986862833,0.304545501379582,-7.04463134755397,"NOT"
"ENSG00000160193.11",0.0784142753556893,2.27140812235385,1.45234987380498,0.146899284462997,0.177641518687546,-7.0450070266426,"NOT"
"ENSG00000184381.18",0.206745303394325,3.32485987907228,1.55778210818463,0.119784160305324,0.147051357816775,-7.04541497407953,"NOT"
"ENSG00000274276.4",0.411884146886535,-0.1219538625302,1.2335597997332,0.217824318490823,0.255541443118554,-7.04576712715759,"NOT"
"ENSG00000085185.15",-0.0864225004186974,4.12851762583009,-1.62594153808128,0.104459256309737,0.129365102802839,-7.04631342886032,"NOT"
"ENSG00000248360.7",0.166931751615499,-1.4187475126339,1.16117983624531,0.246005980404815,0.285692937272426,-7.0464601598642,"NOT"
"ENSG00000219565.2",-0.155321283961459,-4.96560673846932,-1.12966461941488,0.259044990906816,0.299445651402697,-7.04650901693614,"NOT"
"ENSG00000176225.12",-0.0982195047213459,3.22209498560669,-1.55424671148019,0.120624835455472,0.148002022704391,-7.04721436655716,"NOT"
"ENSG00000161265.14",0.142809470837856,2.9550829810772,1.52189456086538,0.128534321321079,0.157148638430679,-7.04750388807344,"NOT"
"ENSG00000056586.15",-0.10458334056816,5.50991902287852,-1.69346825772195,0.0908578119582365,0.113533149306346,-7.04783253576875,"NOT"
"ENSG00000126003.6",0.096297448752714,3.97430943508491,1.60686778447181,0.108581502628707,0.134104000416928,-7.04803925666878,"NOT"
"ENSG00000129028.8",-0.102757061299598,1.55227828411514,-1.38816879989274,0.165573463128513,0.198511700908963,-7.04869731787823,"NOT"
"ENSG00000250290.1",-0.14723516639947,-5.7445490155574,-1.14474367684753,0.252747528750784,0.292830792830572,-7.04925582618891,"NOT"
"ENSG00000136866.13",-0.143142111933761,1.8448756327968,-1.41864989514312,0.156492728538767,0.188348044693884,-7.04964154011512,"NOT"
"ENSG00000267477.1",-0.107850754801999,-6.4029344044597,-1.15784422298327,0.247363812243245,0.287122423409131,-7.04971492854133,"NOT"
"ENSG00000197372.9",0.0869644582719675,2.25749820112067,1.44213296140035,0.149758897976711,0.180835878594419,-7.05026483890383,"NOT"
"ENSG00000268995.1",0.152301173248343,-6.11127271260772,1.15522379609704,0.248434195298917,0.288236100193911,-7.05033814814518,"NOT"
"ENSG00000233838.5",-0.137073295790113,-6.12566612440447,-1.15153792946722,0.249945275778721,0.289861819940761,-7.05082619930332,"NOT"
"ENSG00000232470.1",0.139026500862407,-5.64508866869621,1.1452341648004,0.25254449772084,0.292662198921493,-7.05088428492559,"NOT"
"ENSG00000074211.13",0.303124296829143,-1.14177856096907,1.16889496764542,0.242885464193494,0.282453247254144,-7.05095475569675,"NOT"
"ENSG00000269028.3",-0.195138621945621,-0.127672609854959,-1.25400611150291,0.210302170817353,0.247517152912439,-7.05180569281816,"NOT"
"ENSG00000134115.12",-0.281678555780919,-2.24992515327022,-1.13170678661142,0.258185799083062,0.298535687131937,-7.05184849295454,"NOT"
"ENSG00000229862.5",-0.146868719892082,-5.36724310431864,-1.1338742131024,0.257276076127104,0.297566770655078,-7.05190008374172,"NOT"
"ENSG00000272914.1",0.0844759865013445,-1.8935204549343,1.13742032095497,0.255792498780013,0.295992396327787,-7.05204555937539,"NOT"
"ENSG00000233862.5",0.15555004661029,-4.34275954187595,1.11596012362678,0.264862189426091,0.305610218568567,-7.0527553877633,"NOT"
"ENSG00000060069.16",-0.0757667454848123,4.176021045602,-1.6257961175015,0.104490206750469,0.129397911551001,-7.05291950594903,"NOT"
